# (pymysql.err.IntegrityError) (1452, 'Cannot add or update a child row: a foreign key constraint fails (`findabug`.`annotations_kegg_r207`, CONSTRAINT `annotations_kegg_r207_ibfk_2` FOREIGN KEY (`gene_id`) REFERENCES `proteins_r207` (`gene_id`))')
# [SQL: INSERT INTO annotations_kegg_r207 (version, gene_id, genome_id, ko, threshold, score, e_value) VALUES (%(version)s, %(gene_id)s, %(genome_id)s, %(ko)s, %(threshold)s, %(score)s, %(e_value)s)]
# [parameters: [{'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K05826', 'threshold': 32.67, 'score': -2.0, 'e_value': 310.0}, {'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K19789', 'threshold': 344.67, 'score': -6.7, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K06193', 'threshold': 47.83, 'score': -10.2, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000132.1_5', 'genome_id': 'GCA_002363695.1', 'ko': 'K06078', 'threshold': 33.9, 'score': 0.1, 'e_value': 120.0}, {'version': 207, 'gene_id': 'DEWO01000024.1_10', 'genome_id': 'GCA_002363695.1', 'ko': 'K10405', 'threshold': 561.57, 'score': -15.2, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000054.1_2', 'genome_id': 'GCA_002363695.1', 'ko': 'K03117', 'threshold': 76.23, 'score': 0.1, 'e_value': 79.0}, {'version': 207, 'gene_id': 'DEWO01000128.1_9', 'genome_id': 'GCA_002363695.1', 'ko': 'K01992', 'threshold': 18.2, 'score': 0.1, 'e_value': 38.0}, {'version': 207, 'gene_id': 'DEWO01000021.1_8', 'genome_id': 'GCA_002363695.1', 'ko': 'K01992', 'threshold': 18.2, 'score': -0.1, 'e_value': 45.0}  ... displaying 10 of 9272 total bound parameter sets ...  {'version': 207, 'gene_id': 'JABCPG020000091.1_13', 'genome_id': 'GCA_013333195.2', 'ko': 'K12211', 'threshold': 73.17, 'score': -6.1, 'e_value': 1700.0}, {'version': 207, 'gene_id': 'JABCPG020000095.1_15', 'genome_id': 'GCA_013333195.2', 'ko': 'K06341', 'threshold': 40.67, 'score': 1.2, 'e_value': 43.0}]]
# (Background on this error at: https://sqlalche.me/e/20/gkpj)
gene_id,ko,threshold,score,e_value,genome_id,version
NZ_ML123049.1_350,K01992,18.2,-0.6,370.0,GCF_003846175.1,207
NZ_ML123049.1_386,K01992,18.2,0.3,200.0,GCF_003846175.1,207
NZ_ML123049.1_416,K12262,78.67,0.6,140.0,GCF_003846175.1,207
NZ_ML123049.1_416,K05570,78.97,-2.1,1800.0,GCF_003846175.1,207
NZ_ML123049.1_431,K07746,32.8,1.4,200.0,GCF_003846175.1,207
NZ_ML123049.1_441,K02042,117.33,0.1,130.0,GCF_003846175.1,207
NZ_ML123049.1_441,K01992,18.2,-0.1,250.0,GCF_003846175.1,207
NZ_ML123049.1_445,K03744,28.53,1.6,81.0,GCF_003846175.1,207
NZ_ML123049.1_456,K07240,46.53,0.9,120.0,GCF_003846175.1,207
NZ_ML123049.1_459,K25079,138.57,-0.3,360.0,GCF_003846175.1,207
NZ_ML123049.1_522,K09862,46.13,1.0,210.0,GCF_003846175.1,207
NZ_ML123049.1_543,K15010,84.97,-1.2,400.0,GCF_003846175.1,207
NZ_ML123049.1_551,K07642,343.7,-6.7,8900.0,GCF_003846175.1,207
NZ_ML123049.1_560,K01992,18.2,0.6,160.0,GCF_003846175.1,207
NZ_ML123049.1_561,K05570,78.97,-0.3,480.0,GCF_003846175.1,207
NZ_ML123049.1_568,K09976,63.7,1.7,110.0,GCF_003846175.1,207
NZ_ML123049.1_580,K03220,75.23,1.1,110.0,GCF_003846175.1,207
NZ_ML123049.1_584,K06919,26.17,-1.0,200.0,GCF_003846175.1,207
NZ_ML123049.1_586,K07240,46.53,1.6,68.0,GCF_003846175.1,207
NZ_ML123049.1_591,K21128,138.5,-0.3,340.0,GCF_003846175.1,207
NZ_ML123049.1_608,K19168,22.1,0.0,390.0,GCF_003846175.1,207
NZ_ML123049.1_621,K00246,42.63,3.0,46.0,GCF_003846175.1,207
NZ_ML123049.1_625,K01992,18.2,1.6,78.0,GCF_003846175.1,207
NZ_ML123049.1_667,K09945,53.17,0.5,300.0,GCF_003846175.1,207
NZ_ML123049.1_691,K22758,81.3,2.0,82.0,GCF_003846175.1,207
NZ_ML123049.1_694,K08970,42.87,0.7,97.0,GCF_003846175.1,207
NZ_ML123050.1_36,K12648,114.6,0.1,180.0,GCF_003846175.1,207
NZ_ML123050.1_36,K03075,26.37,-1.0,700.0,GCF_003846175.1,207
NZ_ML123050.1_71,K11937,43.3,1.9,71.0,GCF_003846175.1,207
NZ_ML123050.1_71,K05566,58.77,0.4,160.0,GCF_003846175.1,207
NZ_ML123050.1_84,K16919,66.7,1.1,99.0,GCF_003846175.1,207
NZ_ML123050.1_84,K02575,152.5,-0.9,210.0,GCF_003846175.1,207
NZ_ML123050.1_151,K07709,327.9,-3.6,1700.0,GCF_003846175.1,207
NZ_ML123050.1_169,K13129,94.07,1.2,98.0,GCF_003846175.1,207
NZ_ML123050.1_213,K18481,44.23,0.4,220.0,GCF_003846175.1,207
NZ_ML123050.1_229,K05570,78.97,1.4,150.0,GCF_003846175.1,207
NZ_ML123050.1_229,K02004,47.77,0.8,58.0,GCF_003846175.1,207
NZ_ML123050.1_259,K01992,18.2,2.2,52.0,GCF_003846175.1,207
NZ_ML123050.1_294,K01992,18.2,3.6,19.0,GCF_003846175.1,207
NZ_ML123050.1_295,K04065,51.07,0.8,220.0,GCF_003846175.1,207
NZ_ML123050.1_321,K09892,30.8,3.8,42.0,GCF_003846175.1,207
NZ_ML123050.1_321,K03744,28.53,3.0,31.0,GCF_003846175.1,207
NZ_ML123050.1_321,K02413,33.9,1.5,140.0,GCF_003846175.1,207
NZ_ML123050.1_321,K02067,81.47,-2.5,1100.0,GCF_003846175.1,207
NZ_ML123050.1_323,K08334,46.3,0.1,150.0,GCF_003846175.1,207
NZ_ML123050.1_385,K02037,248.97,-1.1,270.0,GCF_003846175.1,207
NZ_ML123050.1_429,K03220,75.23,1.3,90.0,GCF_003846175.1,207
NZ_ML123050.1_479,K02451,58.87,0.1,380.0,GCF_003846175.1,207
NZ_ML123050.1_491,K14258,525.13,-4.4,2400.0,GCF_003846175.1,207
NZ_ML123050.1_494,K05590,487.73,-4.9,3900.0,GCF_003846175.1,207
NZ_ML123050.1_508,K00981,48.67,1.0,100.0,GCF_003846175.1,207
NZ_ML123050.1_508,K02116,20.27,-1.6,980.0,GCF_003846175.1,207
NZ_ML123050.1_517,K02051,151.43,0.4,180.0,GCF_003846175.1,207
NZ_ML123050.1_559,K01992,18.2,1.8,67.0,GCF_003846175.1,207
NZ_ML123050.1_564,K02643,36.93,2.6,61.0,GCF_003846175.1,207
NZ_ML123050.1_569,K02004,47.77,0.5,73.0,GCF_003846175.1,207
NZ_ML123050.1_635,K03101,27.73,0.1,200.0,GCF_003846175.1,207
NZ_ML123050.1_635,K11719,48.17,-0.1,330.0,GCF_003846175.1,207
NZ_ML123050.1_636,K03803,50.43,0.8,150.0,GCF_003846175.1,207
NZ_ML123050.1_647,K23506,52.63,0.2,210.0,GCF_003846175.1,207
NZ_ML123050.1_684,K07052,32.0,1.9,51.0,GCF_003846175.1,207
NZ_ML123050.1_716,K14315,60.27,0.8,93.0,GCF_003846175.1,207
NZ_ML123050.1_726,K02004,47.77,0.7,61.0,GCF_003846175.1,207
NZ_ML123050.1_746,K02034,122.5,-0.5,210.0,GCF_003846175.1,207
NZ_ML123050.1_765,K07184,75.53,-2.3,1200.0,GCF_003846175.1,207
NZ_ML123051.1_34,K19687,29.3,1.3,230.0,GCF_003846175.1,207
NZ_ML123051.1_75,K01992,18.2,0.2,220.0,GCF_003846175.1,207
NZ_ML123051.1_180,K01992,18.2,3.1,28.0,GCF_003846175.1,207
NZ_ML123051.1_267,K00426,44.73,1.3,54.0,GCF_003846175.1,207
NZ_ML123051.1_267,K07344,86.73,0.7,120.0,GCF_003846175.1,207
NZ_ML123051.1_268,K25147,108.37,-0.7,240.0,GCF_003846175.1,207
NZ_ML123051.1_314,K01992,18.2,-0.0,250.0,GCF_003846175.1,207
NZ_ML123051.1_435,K07124,229.93,-1.8,620.0,GCF_003846175.1,207
NZ_ML123051.1_458,K01992,18.2,2.1,54.0,GCF_003846175.1,207
NZ_ML123051.1_459,K07052,32.0,1.8,53.0,GCF_003846175.1,207
NZ_ML123052.1_37,K03126,38.43,1.5,57.0,GCF_003846175.1,207
NZ_ML123052.1_37,K15131,63.37,1.5,99.0,GCF_003846175.1,207
NZ_ML123052.1_42,K11741,101.97,1.8,110.0,GCF_003846175.1,207
NZ_ML123052.1_65,K19058,37.53,1.8,100.0,GCF_003846175.1,207
NZ_ML123052.1_74,K01992,18.2,3.1,28.0,GCF_003846175.1,207
NZ_ML123052.1_76,K03803,50.43,2.1,64.0,GCF_003846175.1,207
NZ_ML123052.1_76,K19370,126.37,-2.0,620.0,GCF_003846175.1,207
NZ_ML123052.1_102,K07234,43.63,1.3,58.0,GCF_003846175.1,207
NZ_ML123052.1_108,K13300,113.73,0.3,270.0,GCF_003846175.1,207
NZ_ML123052.1_111,K06077,40.83,2.2,81.0,GCF_003846175.1,207
NZ_ML123052.1_111,K07984,93.97,0.2,150.0,GCF_003846175.1,207
NZ_ML123052.1_123,K06077,40.83,2.4,68.0,GCF_003846175.1,207
NZ_ML123052.1_134,K21631,95.4,0.5,140.0,GCF_003846175.1,207
NZ_ML123052.1_134,K03126,38.43,-0.2,190.0,GCF_003846175.1,207
NZ_ML123052.1_230,K11810,539.03,-3.3,940.0,GCF_003846175.1,207
NZ_ML123052.1_243,K03024,45.23,0.1,210.0,GCF_003846175.1,207
NZ_ML123052.1_295,K08978,62.97,0.6,190.0,GCF_003846175.1,207
NZ_ML123052.1_301,K23424,145.3,-0.5,180.0,GCF_003846175.1,207
NZ_ML123052.1_308,K14763,68.13,0.7,100.0,GCF_003846175.1,207
NZ_ML123052.1_308,K19950,140.57,-0.0,200.0,GCF_003846175.1,207
NZ_ML123052.1_309,K06370,72.13,1.3,100.0,GCF_003846175.1,207
NZ_ML123052.1_329,K02935,23.4,-0.4,450.0,GCF_003846175.1,207
NZ_ML123052.1_333,K14405,66.4,1.0,110.0,GCF_003846175.1,207
NZ_ML123052.1_334,K23612,99.63,0.4,150.0,GCF_003846175.1,207
NZ_ML123052.1_335,K04074,54.3,2.4,61.0,GCF_003846175.1,207
NZ_ML123052.1_335,K07344,86.73,0.7,120.0,GCF_003846175.1,207
NZ_ML123052.1_335,K19535,40.6,0.5,220.0,GCF_003846175.1,207
NZ_ML123052.1_335,K11399,97.47,0.3,180.0,GCF_003846175.1,207
NZ_ML123052.1_335,K03944,44.13,0.1,210.0,GCF_003846175.1,207
NZ_ML123052.1_335,K19123,68.13,0.1,200.0,GCF_003846175.1,207
NZ_ML123052.1_335,K14843,86.57,-0.2,130.0,GCF_003846175.1,207
NZ_ML123052.1_339,K23612,99.63,0.8,110.0,GCF_003846175.1,207
NZ_ML123052.1_341,K02673,49.57,0.5,220.0,GCF_003846175.1,207
NZ_ML123052.1_342,K03636,33.77,2.3,84.0,GCF_003846175.1,207
NZ_ML123052.1_344,K09358,83.4,-0.0,180.0,GCF_003846175.1,207
NZ_ML123052.1_357,K13836,225.23,-0.3,240.0,GCF_003846175.1,207
NZ_ML123052.1_405,K09288,67.33,1.1,79.0,GCF_003846175.1,207
NZ_ML123052.1_405,K12648,114.6,0.6,130.0,GCF_003846175.1,207
NZ_ML123052.1_405,K12872,102.3,0.0,150.0,GCF_003846175.1,207
NZ_ML123052.1_405,K06831,195.53,-0.4,330.0,GCF_003846175.1,207
NZ_ML123052.1_424,K03126,38.43,0.1,160.0,GCF_003846175.1,207
NZ_ML123052.1_432,K11741,101.97,1.3,150.0,GCF_003846175.1,207
NZ_ML123053.1_36,K15193,41.4,0.3,150.0,GCF_003846175.1,207
NZ_ML123053.1_70,K25402,49.73,2.1,89.0,GCF_003846175.1,207
NZ_ML123053.1_109,K07794,45.6,1.2,110.0,GCF_003846175.1,207
NZ_ML123053.1_146,K00389,33.1,2.8,40.0,GCF_003846175.1,207
NZ_ML123053.1_146,K05570,78.97,1.0,200.0,GCF_003846175.1,207
NZ_ML123053.1_178,K08972,29.63,2.2,75.0,GCF_003846175.1,207
NZ_ML123053.1_178,K24915,36.03,0.3,180.0,GCF_003846175.1,207
NZ_ML123053.1_178,K02116,20.27,-3.1,2800.0,GCF_003846175.1,207
NZ_ML123054.1_31,K21010,83.17,-0.1,200.0,GCF_003846175.1,207
NZ_ML123054.1_31,K03220,75.23,-0.7,360.0,GCF_003846175.1,207
NZ_ML123054.1_32,K09936,39.17,-0.0,260.0,GCF_003846175.1,207
NZ_ML123054.1_36,K03558,40.3,1.3,96.0,GCF_003846175.1,207
NZ_ML123054.1_36,K03126,38.43,-0.2,190.0,GCF_003846175.1,207
NZ_ML123054.1_36,K03116,58.93,-0.7,820.0,GCF_003846175.1,207
NZ_ML123054.1_37,K02451,58.87,1.1,190.0,GCF_003846175.1,207
NZ_ML123054.1_71,K02451,58.87,1.6,140.0,GCF_003846175.1,207
NZ_ML123054.1_98,K10009,300.93,-1.2,490.0,GCF_003846175.1,207
NZ_ML123054.1_106,K12412,188.1,0.7,200.0,GCF_003846175.1,207
NZ_ML123054.1_128,K11622,86.13,0.3,160.0,GCF_003846175.1,207
NZ_ML123054.1_134,K01992,18.2,2.3,50.0,GCF_003846175.1,207
NZ_ML123054.1_140,K19058,37.53,0.7,220.0,GCF_003846175.1,207
NZ_ML123054.1_141,K21449,14.13,0.7,49.0,GCF_003846175.1,207
NZ_ML123054.1_149,K19882,96.47,0.5,120.0,GCF_003846175.1,207
NZ_ML123054.1_149,K11341,141.47,-2.4,1400.0,GCF_003846175.1,207
NZ_ML123054.1_150,K24915,36.03,1.7,69.0,GCF_003846175.1,207
NZ_ML123054.1_193,K09984,33.37,2.9,78.0,GCF_003846175.1,207
NZ_ML123055.1_5,K07052,32.0,0.6,130.0,GCF_003846175.1,207
NZ_ML123055.1_29,K02107,39.2,1.9,110.0,GCF_003846175.1,207
NZ_ML123055.1_52,K19750,140.67,-0.9,200.0,GCF_003846175.1,207
NZ_ML123055.1_82,K08972,29.63,0.6,230.0,GCF_003846175.1,207
NZ_ML123055.1_89,K07027,70.53,0.1,130.0,GCF_003846175.1,207
NZ_ML123055.1_136,K01992,18.2,2.2,51.0,GCF_003846175.1,207
NZ_ML123055.1_143,K08988,109.0,0.8,150.0,GCF_003846175.1,207
NZ_ML123055.1_145,K17261,93.6,0.1,100.0,GCF_003846175.1,207
NZ_ML123055.1_164,K03956,73.9,1.9,76.0,GCF_003846175.1,207
NZ_ML123055.1_193,K02067,81.47,0.1,180.0,GCF_003846175.1,207
NZ_ML123055.1_195,K02238,56.97,0.3,100.0,GCF_003846175.1,207
NZ_ML123055.1_215,K18481,44.23,2.4,53.0,GCF_003846175.1,207
NZ_ML123056.1_27,K14822,33.43,2.0,70.0,GCF_003846175.1,207
NZ_ML123056.1_76,K01992,18.2,1.6,81.0,GCF_003846175.1,207
NZ_ML123056.1_77,K02037,248.97,-1.2,290.0,GCF_003846175.1,207
NZ_ML123057.1_17,K02451,58.87,1.1,200.0,GCF_003846175.1,207
NZ_ML123057.1_19,K09936,39.17,2.5,44.0,GCF_003846175.1,207
NZ_ML123057.1_19,K00389,33.1,2.2,59.0,GCF_003846175.1,207
NZ_ML123057.1_19,K16075,88.73,0.4,100.0,GCF_003846175.1,207
NZ_ML123057.1_129,K14953,46.87,2.7,58.0,GCF_003846175.1,207
NZ_ML123058.1_8,K11619,58.93,2.1,91.0,GCF_003846175.1,207
NZ_ML123058.1_61,K22758,81.3,0.0,320.0,GCF_003846175.1,207
NZ_ML123058.1_67,K13362,84.83,-1.9,840.0,GCF_003846175.1,207
NZ_ML123059.1_20,K08992,32.83,3.0,61.0,GCF_003846175.1,207
